trial,trial_best_loss,trial_best_path,loss::path[4] StartTown→A→B→GoalCity,loss::path[4] StartTown→C→F→GoalCity,loss::path[4] StartTown→C→E→GoalCity,loss::path[4] StartTown→I→J→GoalCity,loss::path[4] StartTown→A→E→GoalCity,loss::path[4] StartTown→A→J→GoalCity,loss::path[4] StartTown→D→F→GoalCity,loss::path[4] StartTown→D→J→GoalCity,loss::path[4] StartTown→I→G→GoalCity,loss::path[4] StartTown→A→G→GoalCity,loss::path[4] StartTown→K→F→GoalCity,loss::path[4] StartTown→D→E→GoalCity,loss::path[4] StartTown→K→E→GoalCity,loss::path[5] StartTown→A→J→B→GoalCity,loss::path[5] StartTown→C→E→G→GoalCity,loss::path[5] StartTown→C→F→B→GoalCity,loss::path[5] StartTown→C→H→G→GoalCity,loss::path[5] StartTown→C→H→J→GoalCity,loss::path[5] StartTown→D→E→F→GoalCity,loss::path[5] StartTown→D→J→B→GoalCity,is_opt::path[4] StartTown→A→B→GoalCity,is_opt::path[4] StartTown→C→F→GoalCity,is_opt::path[4] StartTown→C→E→GoalCity,is_opt::path[4] StartTown→I→J→GoalCity,is_opt::path[4] StartTown→A→E→GoalCity,is_opt::path[4] StartTown→A→J→GoalCity,is_opt::path[4] StartTown→D→F→GoalCity,is_opt::path[4] StartTown→D→J→GoalCity,is_opt::path[4] StartTown→I→G→GoalCity,is_opt::path[4] StartTown→A→G→GoalCity,is_opt::path[4] StartTown→K→F→GoalCity,is_opt::path[4] StartTown→D→E→GoalCity,is_opt::path[4] StartTown→K→E→GoalCity,is_opt::path[5] StartTown→A→J→B→GoalCity,is_opt::path[5] StartTown→C→E→G→GoalCity,is_opt::path[5] StartTown→C→F→B→GoalCity,is_opt::path[5] StartTown→C→H→G→GoalCity,is_opt::path[5] StartTown→C→H→J→GoalCity,is_opt::path[5] StartTown→D→E→F→GoalCity,is_opt::path[5] StartTown→D→J→B→GoalCity,n_flights_taken_optimal,lossdiff::path[4] StartTown→A→B→GoalCity,lossdiff::path[4] StartTown→C→F→GoalCity,lossdiff::path[4] StartTown→C→E→GoalCity,lossdiff::path[4] StartTown→I→J→GoalCity,lossdiff::path[4] StartTown→A→E→GoalCity,lossdiff::path[4] StartTown→A→J→GoalCity,lossdiff::path[4] StartTown→D→F→GoalCity,lossdiff::path[4] StartTown→D→J→GoalCity,lossdiff::path[4] StartTown→I→G→GoalCity,lossdiff::path[4] StartTown→A→G→GoalCity,lossdiff::path[4] StartTown→K→F→GoalCity,lossdiff::path[4] StartTown→D→E→GoalCity,lossdiff::path[4] StartTown→K→E→GoalCity,lossdiff::path[5] StartTown→A→J→B→GoalCity,lossdiff::path[5] StartTown→C→E→G→GoalCity,lossdiff::path[5] StartTown→C→F→B→GoalCity,lossdiff::path[5] StartTown→C→H→G→GoalCity,lossdiff::path[5] StartTown→C→H→J→GoalCity,lossdiff::path[5] StartTown→D→E→F→GoalCity,lossdiff::path[5] StartTown→D→J→B→GoalCity
101,2350.0,StartTown→D→E→GoalCity,4300.0,3000.0,2700.0,3200.0,2500.0,3350.0,2450.0,3000.0,4600.0,4050.0,2800.0,2350.0,3900.0,2950.0,4700.0,4300.0,4450.0,6150.0,3550.0,2600.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,1950.0,650.0,350.0,850.0,150.0,1000.0,100.0,650.0,2250.0,1700.0,450.0,0.0,1550.0,600.0,2350.0,1950.0,2100.0,3800.0,1200.0,250.0
102,2200.0,StartTown→K→F→GoalCity,3150.0,2600.0,5600.0,2600.0,5000.0,4300.0,2250.0,2700.0,4050.0,4700.0,2200.0,4450.0,5450.0,4750.0,5850.0,3500.0,6100.0,4750.0,3150.0,3150.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,950.0,400.0,3400.0,400.0,2800.0,2100.0,50.0,500.0,1850.0,2500.0,0.0,2250.0,3250.0,2550.0,3650.0,1300.0,3900.0,2550.0,950.0,950.0
103,1700.0,StartTown→A→J→GoalCity,2000.0,3750.0,4400.0,4300.0,3700.0,1700.0,3150.0,2450.0,3250.0,2350.0,4850.0,3700.0,5400.0,2550.0,4800.0,4150.0,4500.0,4000.0,4150.0,3300.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,300.0,2050.0,2700.0,2600.0,2000.0,0.0,1450.0,750.0,1550.0,650.0,3150.0,2000.0,3700.0,850.0,3100.0,2450.0,2800.0,2300.0,2450.0,1600.0
104,2000.0,StartTown→A→G→GoalCity,2800.0,3400.0,3350.0,5700.0,3500.0,2400.0,2450.0,3700.0,3800.0,2000.0,3500.0,3100.0,3100.0,3350.0,3650.0,4900.0,2950.0,3600.0,5000.0,4650.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,800.0,1400.0,1350.0,3700.0,1500.0,400.0,450.0,1700.0,1800.0,0.0,1500.0,1100.0,1100.0,1350.0,1650.0,2900.0,950.0,1600.0,3000.0,2650.0
105,2250.0,StartTown→I→J→GoalCity,2850.0,3850.0,5400.0,2250.0,3550.0,3350.0,4350.0,2350.0,2850.0,3700.0,2650.0,3300.0,3900.0,5150.0,7850.0,4950.0,5650.0,5150.0,3200.0,4150.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,600.0,1600.0,3150.0,0.0,1300.0,1100.0,2100.0,100.0,600.0,1450.0,400.0,1050.0,1650.0,2900.0,5600.0,2700.0,3400.0,2900.0,950.0,1900.0
106,1900.0,StartTown→D→J→GoalCity,4100.0,3700.0,2600.0,2100.0,4600.0,3900.0,2200.0,1900.0,2150.0,4050.0,2350.0,2300.0,2250.0,4300.0,4250.0,4550.0,5300.0,5150.0,3750.0,2300.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,2200.0,1800.0,700.0,200.0,2700.0,2000.0,300.0,0.0,250.0,2150.0,450.0,400.0,350.0,2400.0,2350.0,2650.0,3400.0,3250.0,1850.0,400.0
107,2950.0,StartTown→D→J→GoalCity,3500.0,3400.0,3700.0,5150.0,4650.0,3650.0,3200.0,2950.0,3350.0,3750.0,5200.0,3100.0,4000.0,4300.0,4450.0,4800.0,4500.0,4300.0,4150.0,3600.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,550.0,450.0,750.0,2200.0,1700.0,700.0,250.0,0.0,400.0,800.0,2250.0,150.0,1050.0,1350.0,1500.0,1850.0,1550.0,1350.0,1200.0,650.0
108,2200.0,StartTown→A→B→GoalCity,2200.0,2800.0,4750.0,3900.0,4550.0,2850.0,3550.0,2650.0,4500.0,3450.0,3000.0,4950.0,4850.0,3600.0,4350.0,3750.0,4250.0,4250.0,3700.0,3400.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0.0,600.0,2550.0,1700.0,2350.0,650.0,1350.0,450.0,2300.0,1250.0,800.0,2750.0,2650.0,1400.0,2150.0,1550.0,2050.0,2050.0,1500.0,1200.0
109,2200.0,StartTown→A→G→GoalCity,2550.0,2400.0,2850.0,3000.0,2700.0,3400.0,2850.0,2200.0,2400.0,2200.0,2800.0,3500.0,2900.0,4900.0,3150.0,3950.0,5250.0,4750.0,4300.0,3700.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,350.0,200.0,650.0,800.0,500.0,1200.0,650.0,0.0,200.0,0.0,600.0,1300.0,700.0,2700.0,950.0,1750.0,3050.0,2550.0,2100.0,1500.0
110,2850.0,StartTown→I→J→GoalCity,3350.0,4950.0,3200.0,2850.0,3450.0,3100.0,5350.0,3950.0,3250.0,2900.0,5500.0,5400.0,4150.0,4400.0,3450.0,4350.0,3450.0,4700.0,7950.0,5250.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,500.0,2100.0,350.0,0.0,600.0,250.0,2500.0,1100.0,400.0,50.0,2650.0,2550.0,1300.0,1550.0,600.0,1500.0,600.0,1850.0,5100.0,2400.0
111,2750.0,StartTown→D→F→GoalCity,3150.0,3850.0,4700.0,3650.0,3600.0,3600.0,2750.0,3550.0,3750.0,3450.0,2750.0,3150.0,2800.0,4250.0,5850.0,4650.0,4950.0,4700.0,4000.0,4200.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3,400.0,1100.0,1950.0,900.0,850.0,850.0,0.0,800.0,1000.0,700.0,0.0,400.0,50.0,1500.0,3100.0,1900.0,2200.0,1950.0,1250.0,1450.0
112,2200.0,StartTown→A→E→GoalCity,2800.0,5300.0,4750.0,3000.0,2200.0,2300.0,3650.0,4200.0,2700.0,2750.0,2350.0,3000.0,4050.0,3750.0,5700.0,6400.0,5100.0,4700.0,4550.0,5650.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,600.0,3100.0,2550.0,800.0,0.0,100.0,1450.0,2000.0,500.0,550.0,150.0,800.0,1850.0,1550.0,3500.0,4200.0,2900.0,2500.0,2350.0,3450.0
113,1900.0,StartTown→A→B→GoalCity,1900.0,3150.0,2650.0,4900.0,2200.0,3500.0,3750.0,2750.0,2750.0,2150.0,2850.0,3350.0,2600.0,4050.0,3900.0,6050.0,3250.0,2700.0,4200.0,3300.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0.0,1250.0,750.0,3000.0,300.0,1600.0,1850.0,850.0,850.0,250.0,950.0,1450.0,700.0,2150.0,2000.0,4150.0,1350.0,800.0,2300.0,1400.0
114,2000.0,StartTown→A→E→GoalCity,3100.0,3300.0,2350.0,2350.0,2000.0,3450.0,2700.0,2550.0,2150.0,3400.0,6300.0,2100.0,4050.0,4300.0,2950.0,4750.0,5250.0,4600.0,3300.0,3400.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1100.0,1300.0,350.0,350.0,0.0,1450.0,700.0,550.0,150.0,1400.0,4300.0,100.0,2050.0,2300.0,950.0,2750.0,3250.0,2600.0,1300.0,1400.0
115,1950.0,StartTown→A→G→GoalCity,2400.0,3700.0,2300.0,3550.0,3800.0,1950.0,4400.0,2450.0,5700.0,1950.0,3850.0,2600.0,3750.0,3500.0,2900.0,5300.0,3050.0,3050.0,4200.0,4000.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,450.0,1750.0,350.0,1600.0,1850.0,0.0,2450.0,500.0,3750.0,0.0,1900.0,650.0,1800.0,1550.0,950.0,3350.0,1100.0,1100.0,2250.0,2050.0
116,1650.0,StartTown→A→E→GoalCity,2400.0,3750.0,2950.0,5900.0,1650.0,3900.0,3450.0,4650.0,3050.0,2800.0,3250.0,2950.0,3400.0,2550.0,4550.0,5550.0,4700.0,6100.0,4250.0,3300.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,750.0,2100.0,1300.0,4250.0,0.0,2250.0,1800.0,3000.0,1400.0,1150.0,1600.0,1300.0,1750.0,900.0,2900.0,3900.0,3050.0,4450.0,2600.0,1650.0
117,1300.0,StartTown→D→F→GoalCity,2550.0,2800.0,3500.0,3200.0,2000.0,2650.0,1300.0,2350.0,2800.0,2750.0,2900.0,1600.0,3350.0,2900.0,4250.0,4150.0,5350.0,3900.0,2900.0,2600.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1250.0,1500.0,2200.0,1900.0,700.0,1350.0,0.0,1050.0,1500.0,1450.0,1600.0,300.0,2050.0,1600.0,2950.0,2850.0,4050.0,2600.0,1600.0,1300.0
118,1900.0,StartTown→C→E→GoalCity,2650.0,2400.0,1900.0,3100.0,2000.0,3450.0,4150.0,3350.0,2100.0,2650.0,3650.0,3400.0,4300.0,3950.0,2600.0,3650.0,4200.0,4550.0,5850.0,3850.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,750.0,500.0,0.0,1200.0,100.0,1550.0,2250.0,1450.0,200.0,750.0,1750.0,1500.0,2400.0,2050.0,700.0,1750.0,2300.0,2650.0,3950.0,1950.0
119,1850.0,StartTown→I→J→GoalCity,4800.0,3100.0,5800.0,1850.0,5600.0,3200.0,3000.0,2350.0,2500.0,4150.0,3750.0,4400.0,4750.0,5200.0,4800.0,5350.0,3750.0,3500.0,3450.0,4350.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2950.0,1250.0,3950.0,0.0,3750.0,1350.0,1150.0,500.0,650.0,2300.0,1900.0,2550.0,2900.0,3350.0,2950.0,3500.0,1900.0,1650.0,1600.0,2500.0
120,1650.0,StartTown→A→E→GoalCity,2200.0,3250.0,2850.0,3150.0,1650.0,3200.0,3200.0,3600.0,4200.0,3950.0,3650.0,2400.0,4450.0,3000.0,7400.0,4200.0,5250.0,4050.0,4200.0,3400.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,550.0,1600.0,1200.0,1500.0,0.0,1550.0,1550.0,1950.0,2550.0,2300.0,2000.0,750.0,2800.0,1350.0,5750.0,2550.0,3600.0,2400.0,2550.0,1750.0
121,1550.0,StartTown→K→E→GoalCity,2150.0,2950.0,3500.0,3000.0,2400.0,3700.0,2100.0,2900.0,3600.0,4150.0,2700.0,1650.0,1550.0,4500.0,6500.0,4450.0,4800.0,4400.0,2950.0,3700.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,600.0,1400.0,1950.0,1450.0,850.0,2150.0,550.0,1350.0,2050.0,2600.0,1150.0,100.0,0.0,2950.0,4950.0,2900.0,3250.0,2850.0,1400.0,2150.0
122,2200.0,StartTown→D→J→GoalCity,3800.0,4150.0,4200.0,2950.0,3300.0,2900.0,2950.0,2200.0,2950.0,4000.0,3050.0,2850.0,2750.0,4500.0,5050.0,4650.0,3250.0,3000.0,3750.0,3800.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,1600.0,1950.0,2000.0,750.0,1100.0,700.0,750.0,0.0,750.0,1800.0,850.0,650.0,550.0,2300.0,2850.0,2450.0,1050.0,800.0,1550.0,1600.0
123,2200.0,StartTown→A→G→GoalCity,3000.0,3000.0,2500.0,4200.0,3050.0,3800.0,3450.0,4100.0,3600.0,2200.0,5350.0,3250.0,4850.0,4250.0,3100.0,3550.0,3200.0,4100.0,4650.0,4550.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,800.0,800.0,300.0,2000.0,850.0,1600.0,1250.0,1900.0,1400.0,0.0,3150.0,1050.0,2650.0,2050.0,900.0,1350.0,1000.0,1900.0,2450.0,2350.0
124,2050.0,StartTown→C→F→GoalCity,3500.0,2050.0,2650.0,2650.0,3300.0,3200.0,2300.0,2900.0,4350.0,5600.0,5200.0,2850.0,4300.0,4150.0,5300.0,4000.0,4350.0,3150.0,3000.0,3850.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1450.0,0.0,600.0,600.0,1250.0,1150.0,250.0,850.0,2300.0,3550.0,3150.0,800.0,2250.0,2100.0,3250.0,1950.0,2300.0,1100.0,950.0,1800.0
125,2150.0,StartTown→D→J→GoalCity,3300.0,3050.0,2850.0,2900.0,2550.0,2650.0,3100.0,2150.0,3350.0,2750.0,4250.0,2350.0,5050.0,2950.0,3750.0,5350.0,3250.0,2900.0,3450.0,2450.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,1150.0,900.0,700.0,750.0,400.0,500.0,950.0,0.0,1200.0,600.0,2100.0,200.0,2900.0,800.0,1600.0,3200.0,1100.0,750.0,1300.0,300.0
126,2000.0,StartTown→D→J→GoalCity,5100.0,3600.0,3900.0,2650.0,4550.0,6000.0,3150.0,2000.0,2900.0,4550.0,3550.0,3150.0,3550.0,6900.0,4100.0,4000.0,4850.0,3750.0,4150.0,2900.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,3100.0,1600.0,1900.0,650.0,2550.0,4000.0,1150.0,0.0,900.0,2550.0,1550.0,1150.0,1550.0,4900.0,2100.0,2000.0,2850.0,1750.0,2150.0,900.0
127,1750.0,StartTown→D→E→GoalCity,2900.0,2200.0,3550.0,2050.0,2200.0,2900.0,2600.0,2150.0,3800.0,5200.0,2950.0,1750.0,2150.0,4400.0,5850.0,3100.0,5450.0,3600.0,3100.0,3650.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,1150.0,450.0,1800.0,300.0,450.0,1150.0,850.0,400.0,2050.0,3450.0,1200.0,0.0,400.0,2650.0,4100.0,1350.0,3700.0,1850.0,1350.0,1900.0
128,2850.0,StartTown→D→F→GoalCity,4250.0,2900.0,3050.0,3050.0,4300.0,3950.0,2850.0,3000.0,3050.0,3800.0,3000.0,4400.0,5250.0,5350.0,3650.0,3850.0,4500.0,3500.0,5950.0,4400.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1400.0,50.0,200.0,200.0,1450.0,1100.0,0.0,150.0,200.0,950.0,150.0,1550.0,2400.0,2500.0,800.0,1000.0,1650.0,650.0,3100.0,1550.0
129,1800.0,StartTown→I→J→GoalCity,3800.0,3950.0,3300.0,1800.0,3950.0,2900.0,2900.0,3150.0,3100.0,3600.0,3250.0,4150.0,3750.0,4700.0,4250.0,7900.0,4950.0,2650.0,4300.0,4950.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2000.0,2150.0,1500.0,0.0,2150.0,1100.0,1100.0,1350.0,1300.0,1800.0,1450.0,2350.0,1950.0,2900.0,2450.0,6100.0,3150.0,850.0,2500.0,3150.0
130,1950.0,StartTown→D→E→GoalCity,3000.0,3950.0,2050.0,5200.0,2600.0,3000.0,2300.0,3800.0,5000.0,3350.0,2450.0,1950.0,2650.0,4100.0,3500.0,5300.0,3300.0,4300.0,2650.0,4900.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,1050.0,2000.0,100.0,3250.0,650.0,1050.0,350.0,1850.0,3050.0,1400.0,500.0,0.0,700.0,2150.0,1550.0,3350.0,1350.0,2350.0,700.0,2950.0
131,2300.0,StartTown→A→J→GoalCity,4300.0,2450.0,2700.0,3400.0,2650.0,2300.0,2800.0,2300.0,4450.0,3900.0,4400.0,2950.0,4600.0,5200.0,4000.0,4250.0,3650.0,2850.0,3750.0,5200.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,2000.0,150.0,400.0,1100.0,350.0,0.0,500.0,0.0,2150.0,1600.0,2100.0,650.0,2300.0,2900.0,1700.0,1950.0,1350.0,550.0,1450.0,2900.0
132,2300.0,StartTown→C→E→GoalCity,3800.0,3100.0,2300.0,4050.0,3350.0,2850.0,4600.0,3450.0,3200.0,3850.0,3450.0,3550.0,2600.0,4650.0,3800.0,3550.0,4950.0,2600.0,5100.0,5250.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1500.0,800.0,0.0,1750.0,1050.0,550.0,2300.0,1150.0,900.0,1550.0,1150.0,1250.0,300.0,2350.0,1500.0,1250.0,2650.0,300.0,2800.0,2950.0
133,1650.0,StartTown→A→G→GoalCity,2150.0,4800.0,3200.0,2500.0,2550.0,2350.0,3000.0,2800.0,3200.0,1650.0,3250.0,3100.0,2750.0,3350.0,3700.0,5350.0,3750.0,4400.0,4100.0,3800.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,500.0,3150.0,1550.0,850.0,900.0,700.0,1350.0,1150.0,1550.0,0.0,1600.0,1450.0,1100.0,1700.0,2050.0,3700.0,2100.0,2750.0,2450.0,2150.0
135,2700.0,StartTown→A→E→GoalCity,5400.0,4600.0,4300.0,5400.0,2700.0,6000.0,3400.0,5150.0,4450.0,4200.0,3500.0,3000.0,3650.0,5150.0,5750.0,5900.0,7250.0,7800.0,3500.0,4300.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2700.0,1900.0,1600.0,2700.0,0.0,3300.0,700.0,2450.0,1750.0,1500.0,800.0,300.0,950.0,2450.0,3050.0,3200.0,4550.0,5100.0,800.0,1600.0
136,2350.0,StartTown→I→G→GoalCity,2650.0,4000.0,3250.0,2850.0,3650.0,3000.0,4850.0,5650.0,2350.0,2550.0,4350.0,3750.0,3500.0,3750.0,3650.0,4600.0,4400.0,4950.0,5450.0,6400.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,300.0,1650.0,900.0,500.0,1300.0,650.0,2500.0,3300.0,0.0,200.0,2000.0,1400.0,1150.0,1400.0,1300.0,2250.0,2050.0,2600.0,3100.0,4050.0
137,2050.0,StartTown→C→E→GoalCity,3100.0,2400.0,2050.0,2550.0,2550.0,3750.0,3400.0,2600.0,3000.0,3300.0,5300.0,3100.0,4850.0,4650.0,2800.0,4400.0,2800.0,2600.0,4300.0,3500.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1050.0,350.0,0.0,500.0,500.0,1700.0,1350.0,550.0,950.0,1250.0,3250.0,1050.0,2800.0,2600.0,750.0,2350.0,750.0,550.0,2250.0,1450.0
138,1900.0,StartTown→C→F→GoalCity,2350.0,1900.0,3300.0,5100.0,4500.0,3600.0,2400.0,3250.0,3500.0,3250.0,2200.0,2900.0,3350.0,4250.0,4850.0,2800.0,6250.0,5150.0,3950.0,3900.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,450.0,0.0,1400.0,3200.0,2600.0,1700.0,500.0,1350.0,1600.0,1350.0,300.0,1000.0,1450.0,2350.0,2950.0,900.0,4350.0,3250.0,2050.0,2000.0
139,1950.0,StartTown→C→F→GoalCity,2700.0,1950.0,3100.0,3450.0,4950.0,4350.0,3250.0,2900.0,3800.0,3800.0,2050.0,3500.0,3850.0,5000.0,3650.0,3050.0,2850.0,3150.0,4450.0,3550.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,750.0,0.0,1150.0,1500.0,3000.0,2400.0,1300.0,950.0,1850.0,1850.0,100.0,1550.0,1900.0,3050.0,1700.0,1100.0,900.0,1200.0,2500.0,1600.0
140,1950.0,StartTown→A→E→GoalCity,3650.0,4600.0,3600.0,3800.0,1950.0,3300.0,2650.0,4250.0,3300.0,3250.0,2250.0,3850.0,2000.0,5200.0,5200.0,6700.0,6150.0,5700.0,4750.0,6150.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1700.0,2650.0,1650.0,1850.0,0.0,1350.0,700.0,2300.0,1350.0,1300.0,300.0,1900.0,50.0,3250.0,3250.0,4750.0,4200.0,3750.0,2800.0,4200.0
141,1400.0,StartTown→D→J→GoalCity,2000.0,2500.0,2350.0,4450.0,1400.0,1950.0,2050.0,1400.0,5250.0,2300.0,3000.0,2750.0,1950.0,3250.0,4350.0,3500.0,3700.0,4950.0,3800.0,2700.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,600.0,1100.0,950.0,3050.0,0.0,550.0,650.0,0.0,3850.0,900.0,1600.0,1350.0,550.0,1850.0,2950.0,2100.0,2300.0,3550.0,2400.0,1300.0
143,2150.0,StartTown→C→E→GoalCity,4550.0,3450.0,2150.0,5500.0,4350.0,4900.0,3250.0,3900.0,3900.0,5500.0,2950.0,4000.0,2750.0,6150.0,3950.0,4750.0,3650.0,3950.0,5650.0,5150.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2400.0,1300.0,0.0,3350.0,2200.0,2750.0,1100.0,1750.0,1750.0,3350.0,800.0,1850.0,600.0,4000.0,1800.0,2600.0,1500.0,1800.0,3500.0,3000.0
144,1850.0,StartTown→C→F→GoalCity,4150.0,1850.0,4250.0,3750.0,4900.0,3100.0,3000.0,3150.0,2750.0,2550.0,2000.0,4000.0,4400.0,4950.0,3150.0,4700.0,3850.0,4450.0,2500.0,5000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2300.0,0.0,2400.0,1900.0,3050.0,1250.0,1150.0,1300.0,900.0,700.0,150.0,2150.0,2550.0,3100.0,1300.0,2850.0,2000.0,2600.0,650.0,3150.0
145,1850.0,StartTown→K→E→GoalCity,2600.0,3800.0,3300.0,2500.0,4050.0,4000.0,3350.0,3500.0,3100.0,3400.0,2800.0,2750.0,1850.0,6100.0,4450.0,5150.0,5200.0,5500.0,3450.0,5600.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,750.0,1950.0,1450.0,650.0,2200.0,2150.0,1500.0,1650.0,1250.0,1550.0,950.0,900.0,0.0,4250.0,2600.0,3300.0,3350.0,3650.0,1600.0,3750.0
146,1750.0,StartTown→C→F→GoalCity,2250.0,1750.0,2300.0,3900.0,3450.0,2150.0,2350.0,2550.0,5400.0,2750.0,2950.0,2250.0,3250.0,3100.0,2900.0,2900.0,4150.0,4500.0,2550.0,3500.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,500.0,0.0,550.0,2150.0,1700.0,400.0,600.0,800.0,3650.0,1000.0,1200.0,500.0,1500.0,1350.0,1150.0,1150.0,2400.0,2750.0,800.0,1750.0
147,3050.0,StartTown→A→B→GoalCity,3050.0,3600.0,4850.0,6350.0,3250.0,5100.0,3700.0,5500.0,3650.0,3400.0,3700.0,3600.0,4050.0,4000.0,5550.0,4150.0,6150.0,8250.0,4450.0,4400.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0.0,550.0,1800.0,3300.0,200.0,2050.0,650.0,2450.0,600.0,350.0,650.0,550.0,1000.0,950.0,2500.0,1100.0,3100.0,5200.0,1400.0,1350.0
148,1650.0,StartTown→A→B→GoalCity,1650.0,3750.0,3050.0,3300.0,3150.0,2200.0,2850.0,3250.0,3500.0,2300.0,2700.0,3300.0,3750.0,2250.0,3850.0,4250.0,2850.0,5250.0,6000.0,3300.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0.0,2100.0,1400.0,1650.0,1500.0,550.0,1200.0,1600.0,1850.0,650.0,1050.0,1650.0,2100.0,600.0,2200.0,2600.0,1200.0,3600.0,4350.0,1650.0
149,1400.0,StartTown→A→B→GoalCity,1400.0,2350.0,3050.0,3550.0,2150.0,1950.0,3000.0,3300.0,3000.0,2700.0,2050.0,4900.0,2600.0,2650.0,4750.0,3450.0,4650.0,3200.0,5700.0,4000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0.0,950.0,1650.0,2150.0,750.0,550.0,1600.0,1900.0,1600.0,1300.0,650.0,3500.0,1200.0,1250.0,3350.0,2050.0,3250.0,1800.0,4300.0,2600.0
150,2100.0,StartTown→A→B→GoalCity,2100.0,2700.0,3100.0,2750.0,3550.0,2700.0,2950.0,2750.0,3450.0,2850.0,5000.0,3800.0,5500.0,3000.0,3150.0,5100.0,5050.0,4300.0,3600.0,3050.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0.0,600.0,1000.0,650.0,1450.0,600.0,850.0,650.0,1350.0,750.0,2900.0,1700.0,3400.0,900.0,1050.0,3000.0,2950.0,2200.0,1500.0,950.0
